epoch,accuracy,loss,val_accuracy,val_loss
86,1.0,0.00024719457724131644,0.9887499809265137,0.02784050442278385
87,1.0,0.000233218859648332,0.9887499809265137,0.02703161910176277
88,1.0,0.00023248362413141876,0.9887499809265137,0.02700355276465416
89,1.0,0.00023126073938328773,0.9887499809265137,0.02713802084326744
90,1.0,0.00022289829212240875,0.9887499809265137,0.02741081453859806
91,1.0,0.00021741489763371646,0.9887499809265137,0.026985278353095055
92,1.0,0.00021140249737072736,0.9887499809265137,0.027274372056126595
93,1.0,0.0002067104069283232,0.9887499809265137,0.027385549619793892
94,1.0,0.00020043722179252654,0.9887499809265137,0.027339715510606766
95,1.0,0.00019598451035562903,0.9887499809265137,0.027235891669988632
96,1.0,0.00019274873193353415,0.9887499809265137,0.027370939031243324
97,1.0,0.0001879225455923006,0.9887499809265137,0.026731669902801514
98,1.0,0.00018367676238995045,0.9887499809265137,0.027218826115131378
99,1.0,0.00017996696988120675,0.9887499809265137,0.02702101320028305
